ID,Parameter,Symbol,Conditions,Min,Typ,Max,Guarantee Level,Export to datasheet,ID,Name,ID,Test Name,Test Number
,,,,,,,,,HZ06-MVPHUB-829,BST_Vx13_GNG,HZ06-MVPATE-829,BST_Vx13_GNG,3190
,,,,,,,,,HZ06-MVPHUB-830,BST_Vx14_GNG,HZ06-MVPATE-830,BST_Vx14_GNG,3200
,,,,,,,,,HZ06-MVPHUB-831,BST_Vx15_GNG,HZ06-MVPATE-831,BST_Vx15_GNG,3210
,,,,,,,,,HZ06-MVPHUB-832,BST_Vx16_GNG,HZ06-MVPATE-832,BST_Vx16_GNG,3220
,,,,,,,,,HZ06-MVPHUB-833,BST_Vx17_GNG,HZ06-MVPATE-833,BST_Vx17_GNG,3230
,,,,,,,,,HZ06-MVPHUB-834,BST_Vx18_GNG,HZ06-MVPATE-834,BST_Vx18_GNG,3240
,,,,,,,,,HZ06-MVPHUB-835,BST_Vx19_GNG,HZ06-MVPATE-835,BST_Vx19_GNG,3250
,,,,,,,,,HZ06-MVPHUB-836,BST_Vx1A_GNG,HZ06-MVPATE-836,BST_Vx1A_GNG,3260
HZ06-PSPEC2-41,Output Voltage,V PVDD,"Min setting, across specified V VBAT  operating range, boost on (not bypassed)",,6.5,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-880,*BST_0x00_Vout%,HZ06-MVPATE-880,*BST_0x00_Vout%,3007
,,,,,,,,,HZ06-MVPHUB-853,*BST_0x00_Vout_Min,HZ06-MVPATE-853,*BST_0x00_Vout,3006
,,,,,,,,,HZ06-MVPHUB-881,*BST_0x01_Vout%,HZ06-MVPATE-881,*BST_0x01_Vout%,3017
,,,,,,,,,HZ06-MVPHUB-882,*BST_0x02_Vout%,HZ06-MVPATE-882,*BST_0x02_Vout%,3027
,,,,,,,,,HZ06-MVPHUB-883,*BST_0x03_Vout%,HZ06-MVPATE-883,*BST_0x03_Vout%,3037
,,,,,,,,,HZ06-MVPHUB-884,*BST_0x04_Vout%,HZ06-MVPATE-884,*BST_0x04_Vout%,3047
,,,,,,,,,HZ06-MVPHUB-885,*BST_0x05_Vout%,HZ06-MVPATE-885,*BST_0x05_Vout%,3057
,,,,,,,,,HZ06-MVPHUB-886,*BST_0x06_Vout%,HZ06-MVPATE-886,*BST_0x06_Vout%,3067
,,,,,,,,,HZ06-MVPHUB-887,*BST_0x07_Vout%,HZ06-MVPATE-887,*BST_0x07_Vout%,3077
,,,,,,,,,HZ06-MVPHUB-888,*BST_0x08_Vout%,HZ06-MVPATE-888,*BST_0x08_Vout%,3087
,,,,,,,,,HZ06-MVPHUB-889,*BST_0x09_Vout%,HZ06-MVPATE-889,*BST_0x09_Vout%,3097
,,,,,,,,,HZ06-MVPHUB-890,*BST_0x0A_Vout%,HZ06-MVPATE-890,*BST_0x0A_Vout%,3107
,,,,,,,,,HZ06-MVPHUB-891,*BST_0x0B_Vout%,HZ06-MVPATE-891,*BST_0x0B_Vout%,3117
,,,,,,,,,HZ06-MVPHUB-892,*BST_0x0C_Vout%,HZ06-MVPATE-892,*BST_0x0C_Vout%,3127
,,,,,,,,,HZ06-MVPHUB-893,*BST_0x0D_Vout%,HZ06-MVPATE-893,*BST_0x0D_Vout%,3137
,,,,,,,,,HZ06-MVPHUB-894,*BST_0x0E_Vout%,HZ06-MVPATE-894,*BST_0x0E_Vout%,3147
,,,,,,,,,HZ06-MVPHUB-895,*BST_0x0F_Vout%,HZ06-MVPATE-895,*BST_0x0F_Vout%,3157
,,,,,,,,,HZ06-MVPHUB-896,*BST_0x10_Vout%,HZ06-MVPATE-896,*BST_0x10_Vout%,3167
,,,,,,,,,HZ06-MVPHUB-897,*BST_0x11_Vout%,HZ06-MVPATE-897,*BST_0x11_Vout%,3177
,,,,,,,,,HZ06-MVPHUB-898,*BST_0x12_Vout%,HZ06-MVPATE-898,*BST_0x12_Vout%,3187
,,,,,,,,,HZ06-MVPHUB-899,*BST_0x13_Vout%,HZ06-MVPATE-899,*BST_0x13_Vout%,3197
,,,,,,,,,HZ06-MVPHUB-900,*BST_0x14_Vout%,HZ06-MVPATE-900,*BST_0x14_Vout%,3207
,,,,,,,,,HZ06-MVPHUB-901,*BST_0x15_Vout%,HZ06-MVPATE-901,*BST_0x15_Vout%,3217
,,,,,,,,,HZ06-MVPHUB-902,*BST_0x16_Vout%,HZ06-MVPATE-902,*BST_0x16_Vout%,3227
,,,,,,,,,HZ06-MVPHUB-810,BST_Vx00_GNG,HZ06-MVPATE-810,BST_Vx00_GNG,3000
,,,,,,,,,HZ06-MVPHUB-811,BST_Vx01_GNG,HZ06-MVPATE-811,BST_Vx01_GNG,3010
,,,,,,,,,HZ06-MVPHUB-812,BST_Vx02_GNG,HZ06-MVPATE-812,BST_Vx02_GNG,3020
,,,,,,,,,HZ06-MVPHUB-813,BST_Vx03_GNG,HZ06-MVPATE-813,BST_Vx03_GNG,3030
,,,,,,,,,HZ06-MVPHUB-814,BST_Vx04_GNG,HZ06-MVPATE-814,BST_Vx04_GNG,3040
,,,,,,,,,HZ06-MVPHUB-815,BST_Vx05_GNG,HZ06-MVPATE-815,BST_Vx05_GNG,3050
,,,,,,,,,HZ06-MVPHUB-816,BST_Vx06_GNG,HZ06-MVPATE-816,BST_Vx06_GNG,3060
,,,,,,,,,HZ06-MVPHUB-817,BST_Vx07_GNG,HZ06-MVPATE-817,BST_Vx07_GNG,3070
,,,,,,,,,HZ06-MVPHUB-818,BST_Vx08_GNG,HZ06-MVPATE-818,BST_Vx08_GNG,3080
,,,,,,,,,HZ06-MVPHUB-819,BST_Vx09_GNG,HZ06-MVPATE-819,BST_Vx09_GNG,3090
,,,,,,,,,HZ06-MVPHUB-820,BST_Vx0A_GNG,HZ06-MVPATE-820,BST_Vx0A_GNG,3100
,,,,,,,,,HZ06-MVPHUB-821,BST_Vx0B_GNG,HZ06-MVPATE-821,BST_Vx0B_GNG,3110
,,,,,,,,,HZ06-MVPHUB-822,BST_Vx0C_GNG,HZ06-MVPATE-822,BST_Vx0C_GNG,3120
,,,,,,,,,HZ06-MVPHUB-823,BST_Vx0D_GNG,HZ06-MVPATE-823,BST_Vx0D_GNG,3130
,,,,,,,,,HZ06-MVPHUB-824,BST_Vx0E_GNG,HZ06-MVPATE-824,BST_Vx0E_GNG,3140
,,,,,,,,,HZ06-MVPHUB-825,BST_Vx0F_GNG,HZ06-MVPATE-825,BST_Vx0F_GNG,3150
,,,,,,,,,HZ06-MVPHUB-826,BST_Vx10_GNG,HZ06-MVPATE-826,BST_Vx10_GNG,3160
,,,,,,,,,HZ06-MVPHUB-827,BST_Vx11_GNG,HZ06-MVPATE-827,BST_Vx11_GNG,3170
,,,,,,,,,HZ06-MVPHUB-828,BST_Vx12_GNG,HZ06-MVPATE-828,BST_Vx12_GNG,3180
,,,,,,,,,HZ06-MVPHUB-829,BST_Vx13_GNG,HZ06-MVPATE-829,BST_Vx13_GNG,3190
,,,,,,,,,HZ06-MVPHUB-830,BST_Vx14_GNG,HZ06-MVPATE-830,BST_Vx14_GNG,3200
,,,,,,,,,HZ06-MVPHUB-831,BST_Vx15_GNG,HZ06-MVPATE-831,BST_Vx15_GNG,3210
,,,,,,,,,HZ06-MVPHUB-832,BST_Vx16_GNG,HZ06-MVPATE-832,BST_Vx16_GNG,3220
,,,,,,,,,HZ06-MVPHUB-833,BST_Vx17_GNG,HZ06-MVPATE-833,BST_Vx17_GNG,3230
,,,,,,,,,HZ06-MVPHUB-834,BST_Vx18_GNG,HZ06-MVPATE-834,BST_Vx18_GNG,3240
,,,,,,,,,HZ06-MVPHUB-835,BST_Vx19_GNG,HZ06-MVPATE-835,BST_Vx19_GNG,3250
,,,,,,,,,HZ06-MVPHUB-836,BST_Vx1A_GNG,HZ06-MVPATE-836,BST_Vx1A_GNG,3260
HZ06-PSPEC2-42,Output Voltage Step Size,,,,0.125,,"IV - Not Production Tested, Characterized by ATE",Yes,HZ06-MVPHUB-880,*BST_0x00_Vout%,HZ06-MVPATE-880,*BST_0x00_Vout%,3007
,,,,,,,,,HZ06-MVPHUB-853,*BST_0x00_Vout_Min,HZ06-MVPATE-853,*BST_0x00_Vout,3006
,,,,,,,,,HZ06-MVPHUB-854,*BST_0x01_Vout,HZ06-MVPATE-854,*BST_0x01_Vout,3016
,,,,,,,,,HZ06-MVPHUB-881,*BST_0x01_Vout%,HZ06-MVPATE-881,*BST_0x01_Vout%,3017
,,,,,,,,,HZ06-MVPHUB-855,*BST_0x02_Vout,HZ06-MVPATE-855,*BST_0x02_Vout,3026
,,,,,,,,,HZ06-MVPHUB-882,*BST_0x02_Vout%,HZ06-MVPATE-882,*BST_0x02_Vout%,3027
,,,,,,,,,HZ06-MVPHUB-856,*BST_0x03_Vout,HZ06-MVPATE-856,*BST_0x03_Vout,3036
,,,,,,,,,HZ06-MVPHUB-883,*BST_0x03_Vout%,HZ06-MVPATE-883,*BST_0x03_Vout%,3037
,,,,,,,,,HZ06-MVPHUB-857,*BST_0x04_Vout,HZ06-MVPATE-857,*BST_0x04_Vout,3046
,,,,,,,,,HZ06-MVPHUB-884,*BST_0x04_Vout%,HZ06-MVPATE-884,*BST_0x04_Vout%,3047
,,,,,,,,,HZ06-MVPHUB-858,*BST_0x05_Vout,HZ06-MVPATE-858,*BST_0x05_Vout,3056
,,,,,,,,,HZ06-MVPHUB-885,*BST_0x05_Vout%,HZ06-MVPATE-885,*BST_0x05_Vout%,3057
,,,,,,,,,HZ06-MVPHUB-859,*BST_0x06_Vout,HZ06-MVPATE-859,*BST_0x06_Vout,3066
,,,,,,,,,HZ06-MVPHUB-886,*BST_0x06_Vout%,HZ06-MVPATE-886,*BST_0x06_Vout%,3067
,,,,,,,,,HZ06-MVPHUB-860,*BST_0x07_Vout,HZ06-MVPATE-860,*BST_0x07_Vout,3076
,,,,,,,,,HZ06-MVPHUB-887,*BST_0x07_Vout%,HZ06-MVPATE-887,*BST_0x07_Vout%,3077
,,,,,,,,,HZ06-MVPHUB-861,*BST_0x08_Vout,HZ06-MVPATE-861,*BST_0x08_Vout,3086
,,,,,,,,,HZ06-MVPHUB-888,*BST_0x08_Vout%,HZ06-MVPATE-888,*BST_0x08_Vout%,3087
,,,,,,,,,HZ06-MVPHUB-862,*BST_0x09_Vout,HZ06-MVPATE-862,*BST_0x09_Vout,3096
,,,,,,,,,HZ06-MVPHUB-889,*BST_0x09_Vout%,HZ06-MVPATE-889,*BST_0x09_Vout%,3097
,,,,,,,,,HZ06-MVPHUB-863,*BST_0x0A_Vout,HZ06-MVPATE-863,*BST_0x0A_Vout,3106
,,,,,,,,,HZ06-MVPHUB-890,*BST_0x0A_Vout%,HZ06-MVPATE-890,*BST_0x0A_Vout%,3107
,,,,,,,,,HZ06-MVPHUB-864,*BST_0x0B_Vout,HZ06-MVPATE-864,*BST_0x0B_Vout,3116
,,,,,,,,,HZ06-MVPHUB-891,*BST_0x0B_Vout%,HZ06-MVPATE-891,*BST_0x0B_Vout%,3117
,,,,,,,,,HZ06-MVPHUB-865,*BST_0x0C_Vout,HZ06-MVPATE-865,*BST_0x0C_Vout,3126
,,,,,,,,,HZ06-MVPHUB-892,*BST_0x0C_Vout%,HZ06-MVPATE-892,*BST_0x0C_Vout%,3127
,,,,,,,,,HZ06-MVPHUB-866,*BST_0x0D_Vout,HZ06-MVPATE-866,*BST_0x0D_Vout,3136
,,,,,,,,,HZ06-MVPHUB-893,*BST_0x0D_Vout%,HZ06-MVPATE-893,*BST_0x0D_Vout%,3137
,,,,,,,,,HZ06-MVPHUB-867,*BST_0x0E_Vout,HZ06-MVPATE-867,*BST_0x0E_Vout,3146
,,,,,,,,,HZ06-MVPHUB-894,*BST_0x0E_Vout%,HZ06-MVPATE-894,*BST_0x0E_Vout%,3147
,,,,,,,,,HZ06-MVPHUB-868,*BST_0x0F_Vout,HZ06-MVPATE-868,*BST_0x0F_Vout,3156
,,,,,,,,,HZ06-MVPHUB-895,*BST_0x0F_Vout%,HZ06-MVPATE-895,*BST_0x0F_Vout%,3157
,,,,,,,,,HZ06-MVPHUB-869,*BST_0x10_Vout,HZ06-MVPATE-869,*BST_0x10_Vout,3166
,,,,,,,,,HZ06-MVPHUB-896,*BST_0x10_Vout%,HZ06-MVPATE-896,*BST_0x10_Vout%,3167
,,,,,,,,,HZ06-MVPHUB-870,*BST_0x11_Vout,HZ06-MVPATE-870,*BST_0x11_Vout,3176
,,,,,,,,,HZ06-MVPHUB-897,*BST_0x11_Vout%,HZ06-MVPATE-897,*BST_0x11_Vout%,3177
,,,,,,,,,HZ06-MVPHUB-871,*BST_0x12_Vout,HZ06-MVPATE-871,*BST_0x12_Vout,3186
,,,,,,,,,HZ06-MVPHUB-898,*BST_0x12_Vout%,HZ06-MVPATE-898,*BST_0x12_Vout%,3187
,,,,,,,,,HZ06-MVPHUB-872,*BST_0x13_Vout,HZ06-MVPATE-872,*BST_0x13_Vout,3196
,,,,,,,,,HZ06-MVPHUB-899,*BST_0x13_Vout%,HZ06-MVPATE-899,*BST_0x13_Vout%,3197
,,,,,,,,,HZ06-MVPHUB-873,*BST_0x14_Vout,HZ06-MVPATE-873,*BST_0x14_Vout,3206
,,,,,,,,,HZ06-MVPHUB-900,*BST_0x14_Vout%,HZ06-MVPATE-900,*BST_0x14_Vout%,3207
,,,,,,,,,HZ06-MVPHUB-874,*BST_0x15_Vout,HZ06-MVPATE-874,*BST_0x15_Vout,3216
,,,,,,,,,HZ06-MVPHUB-901,*BST_0x15_Vout%,HZ06-MVPATE-901,*BST_0x15_Vout%,3217
,,,,,,,,,HZ06-MVPHUB-875,*BST_0x16_Vout,HZ06-MVPATE-875,*BST_0x16_Vout,3226
,,,,,,,,,HZ06-MVPHUB-902,*BST_0x16_Vout%,HZ06-MVPATE-902,*BST_0x16_Vout%,3227
,,,,,,,,,HZ06-MVPHUB-876,*BST_0x17_Vout,HZ06-MVPATE-876,*BST_0x17_Vout,3236
,,,,,,,,,HZ06-MVPHUB-903,*BST_0x17_Vout%,HZ06-MVPATE-903,*BST_0x17_Vout%,3237
,,,,,,,,,HZ06-MVPHUB-877,*BST_0x18_Vout,HZ06-MVPATE-877,*BST_0x18_Vout,3246
,,,,,,,,,HZ06-MVPHUB-904,*BST_0x18_Vout%,HZ06-MVPATE-904,*BST_0x18_Vout%,3247
,,,,,,,,,HZ06-MVPHUB-878,*BST_0x19_Vout,HZ06-MVPATE-878,*BST_0x19_Vout,3256
,,,,,,,,,HZ06-MVPHUB-905,*BST_0x19_Vout%,HZ06-MVPATE-905,*BST_0x19_Vout%,3257
,,,,,,,,,HZ06-MVPHUB-906,*BST_0x1A_Vout%,HZ06-MVPATE-906,*BST_0x1A_Vout%,3267
,,,,,,,,,HZ06-MVPHUB-879,*BST_0x1A_Vout_Max,HZ06-MVPATE-879,*BST_0x1A_Vout,3266
,,,,,,,,,HZ06-MVPHUB-1818,BST_0x00_0x01 step size,HZ06-MVPATE-1848,BST_0x00_0x01 step size,
,,,,,,,,,HZ06-MVPHUB-1819,BST_0x01_0x02 step size,HZ06-MVPATE-1849,BST_0x01_0x02 step size,
,,,,,,,,,HZ06-MVPHUB-1820,BST_0x02_0x03 step size,HZ06-MVPATE-1850,BST_0x02_0x03 step size,
,,,,,,,,,HZ06-MVPHUB-1821,BST_0x03_0x04 step size,HZ06-MVPATE-1851,BST_0x03_0x04 step size,
,,,,,,,,,HZ06-MVPHUB-1822,BST_0x04_0x05 step size,HZ06-MVPATE-1852,BST_0x04_0x05 step size,
,,,,,,,,,HZ06-MVPHUB-1823,BST_0x05_0x06 step size,HZ06-MVPATE-1853,BST_0x05_0x06 step size,
,,,,,,,,,HZ06-MVPHUB-1824,BST_0x06_0x07 step size,HZ06-MVPATE-1854,BST_0x06_0x07 step size,
,,,,,,,,,HZ06-MVPHUB-1825,BST_0x07_0x08 step size,HZ06-MVPATE-1855,BST_0x07_0x08 step size,
,,,,,,,,,HZ06-MVPHUB-1826,BST_0x08_0x09 step size,HZ06-MVPATE-1856,BST_0x08_0x09 step size,
,,,,,,,,,HZ06-MVPHUB-1827,BST_0x09_0x0A step size,HZ06-MVPATE-1857,BST_0x09_0x0A step size,
,,,,,,,,,HZ06-MVPHUB-1828,BST_0x0A_0x0B step size,HZ06-MVPATE-1858,BST_0x0A_0x0B step size,
,,,,,,,,,HZ06-MVPHUB-1829,BST_0x0B_0x0C step size,HZ06-MVPATE-1859,BST_0x0B_0x0C step size,
,,,,,,,,,HZ06-MVPHUB-1830,BST_0x0C_0x0D step size,HZ06-MVPATE-1860,BST_0x0C_0x0D step size,
,,,,,,,,,HZ06-MVPHUB-1831,BST_0x0D_0x0E step size,HZ06-MVPATE-1861,BST_0x0D_0x0E step size,
,,,,,,,,,HZ06-MVPHUB-1832,BST_0x0E_0x0F step size,HZ06-MVPATE-1862,BST_0x0E_0x0F step size,
,,,,,,,,,HZ06-MVPHUB-1833,BST_0x0F_0x10 step size,HZ06-MVPATE-1863,BST_0x0F_0x10 step size,
,,,,,,,,,HZ06-MVPHUB-1834,BST_0x10_0x11 step size,HZ06-MVPATE-1864,BST_0x10_0x11 step size,
,,,,,,,,,HZ06-MVPHUB-1835,BST_0x11_0x12 step size,HZ06-MVPATE-1865,BST_0x11_0x12 step size,
,,,,,,,,,HZ06-MVPHUB-1836,BST_0x12_0x13 step size,HZ06-MVPATE-1866,BST_0x12_0x13 step size,
,,,,,,,,,HZ06-MVPHUB-1837,BST_0x13_0x14 step size,HZ06-MVPATE-1867,BST_0x13_0x14 step size,
,,,,,,,,,HZ06-MVPHUB-1838,BST_0x14_0x15 step size,HZ06-MVPATE-1868,BST_0x14_0x15 step size,
,,,,,,,,,HZ06-MVPHUB-1839,BST_0x15_0x16 step size,HZ06-MVPATE-1869,BST_0x15_0x16 step size,
,,,,,,,,,HZ06-MVPHUB-1840,BST_0x16_0x17 step size,HZ06-MVPATE-1870,BST_0x16_0x17 step size,
,,,,,,,,,HZ06-MVPHUB-1841,BST_0x17_0x18 step size,HZ06-MVPATE-1871,BST_0x17_0x18 step size,
,,,,,,,,,HZ06-MVPHUB-1842,BST_0x18_0x19 step size,HZ06-MVPATE-1872,BST_0x18_0x19 step size,
,,,,,,,,,HZ06-MVPHUB-1843,BST_0x19_0x1A step size,HZ06-MVPATE-1873,BST_0x19_0x1A step size,
HZ06-PSPEC2-334,Absolute Output Voltage Accuracy,,"ENV_TRACKER_EN = 0, V VBAT  = 3.5V and 4.5V, any output voltage setting, relative to nominal (characterization data)",-3,,3,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,HZ06-MVPHUB-853,*BST_0x00_Vout_Min,HZ06-MVPATE-853,*BST_0x00_Vout,3006
,,,,,,,,,HZ06-MVPHUB-879,*BST_0x1A_Vout_Max,HZ06-MVPATE-879,*BST_0x1A_Vout,3266
,,,,,,,,,HZ06-MVPHUB-810,BST_Vx00_GNG,HZ06-MVPATE-810,BST_Vx00_GNG,3000
,,,,,,,,,HZ06-MVPHUB-836,BST_Vx1A_GNG,HZ06-MVPATE-836,BST_Vx1A_GNG,3260
HZ06-PSPEC2-335,Absolute Output Voltage Accuracy,,"ENV_TRACKER_EN = 0, V VBAT  = 3.5V and 4.5V, BST_VOUT set to 6.5V, 8.5V, and 10V, relative to nominal (production tested)",-3,,3,"II - Production Tested @ Room Temp, Characterized @ Multiple Temps",Yes,HZ06-MVPHUB-880,*BST_0x00_Vout%,HZ06-MVPATE-880,*BST_0x00_Vout%,3007
,,,,,,,,,HZ06-MVPHUB-853,*BST_0x00_Vout_Min,HZ06-MVPATE-853,*BST_0x00_Vout,3006
,,,,,,,,,HZ06-MVPHUB-862,*BST_0x09_Vout,HZ06-MVPATE-862,*BST_0x09_Vout,3096
,,,,,,,,,HZ06-MVPHUB-889,*BST_0x09_Vout%,HZ06-MVPATE-889,*BST_0x09_Vout%,3097
,,,,,,,,,HZ06-MVPHUB-906,*BST_0x1A_Vout%,HZ06-MVPATE-906,*BST_0x1A_Vout%,3267
,,,,,,,,,HZ06-MVPHUB-879,*BST_0x1A_Vout_Max,HZ06-MVPATE-879,*BST_0x1A_Vout,3266
,,,,,,,,,HZ06-MVPHUB-810,BST_Vx00_GNG,HZ06-MVPATE-810,BST_Vx00_GNG,3000
,,,,,,,,,HZ06-MVPHUB-836,BST_Vx1A_GNG,HZ06-MVPATE-836,BST_Vx1A_GNG,3260
HZ06-PSPEC2-336,Relative Output Voltage Accuracy,,"ENV_TRACKER_EN = 0, V VBAT  = 3.5V to 4.5V, relative to V PVDD  at V VBAT  = 3.7V, any output voltage setting",,±1,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-45,Boost Load Regulation,,0mA ≤ I LOAD  ≤ 1100mA. DC,,-3,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-46,Over Voltage Protection,OVP,,,10.5,,"VII - Production Tested, Internal Only",Yes,HZ06-MVPHUB-942,BST_ABOVE_PVDD_falling,HZ06-MVPATE-942,BST_ABOVE_PVDD_falling,17700 17705
,,,,,,,,,HZ06-MVPHUB-941,BST_ABOVE_PVDD_rising,HZ06-MVPATE-941,BST_ABOVE_PVDD_rising,17710 17715
HZ06-PSPEC2-47,Gain Error,,,,1,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-48,Full Scale Output Voltage,,,,2.16,,"V - Not Production Tested, Characterized by Bench (GBDC)",Yes,,,,,
HZ06-PSPEC2-281,Valid Sample Rates,,,8,,48,VI - Internal Design Target,No,,,,,
HZ06-PSPEC2-282,Passband,f PLP,Ripple < δ P,0.46f S,,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",No,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-283,Passband,,Droop < 3dB,0.47f S,,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",No,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-284,Passband Ripple,δ P,"f < f PLP , referenced to signal level @ 1kHz",-0.1,,0.1,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",No,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-285,Stopband,f SLP,Attenuation > δ S,,,0.52f S,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",No,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-286,Stopband Attenuation,δ S,f > f SLP,75,,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",No,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-287,Nyquist Attenuation,,,60,,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",No,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-288,BWA Delay,BWA,"Bark Weighted Average, f S =8 kHz",,,3.9,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",No,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-337,Group Delay,,f = f PLP,,24,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",No,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-338,Group Delay,,f = 1kHz,,8,,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",No,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
,,,,,,,,,HZ06-MVPHUB-666,ATPG scan - TDF,HZ06-MVPATE-666,ATPG scan - TDF,730
HZ06-PSPEC2-290,Square Overshoot,,"-3dBFS square wave input, 1kHz",,,2.3,"IIsc - Production Tested via Scan @ Room Temp, Characterized via Scan @ Multiple Temps",No,HZ06-MVPHUB-667,ATPG scan - DBF,HZ06-MVPATE-667,ATPG scan - DBF,735
,,,,,,,,,HZ06-MVPHUB-664,ATPG scan - SAF,HZ06-MVPATE-664,ATPG scan - SAF,720
,,,,,,,,,HZ06-MVPHUB-665,ATPG scan - SBF,HZ06-MVPATE-665,ATPG scan - SBF,725
